min-fill,min-degree,node count,edge count
0.16134953498840332,40.14467215538025,14,10
0.045723915100097656,0.04523777961730957,4,2
0.1471714973449707,18.29487442970276,13,12
0.15845561027526855,13.996515035629272,13,3
0.07314515113830566,1.5103540420532227,10,9
0.07374310493469238,1.566371202468872,10,3
0.07598757743835449,1.734227180480957,10,8
0.08354496955871582,1.5689361095428467,10,10
0.07661175727844238,1.4743082523345947,10,5
0.09850168228149414,57.30483841896057,15,3
0.08205556869506836,3.094282388687134,11,6
0.11166524887084961,48.912901878356934,15,4
0.07970428466796875,5.9706127643585205,12,11
0.08584928512573242,12.203221559524536,13,2
0.06363534927368164,0.3739643096923828,8,4
0.05269503593444824,0.20330214500427246,7,4
0.11009597778320312,48.40225005149841,15,5
0.018230915069580078,0.015067100524902344,3,3
0.043317556381225586,0.09658432006835938,6,5
0.04805588722229004,0.10302376747131348,6,4
0.08408927917480469,0.3703114986419678,8,2
0.011497020721435547,0.008849143981933594,2,2
0.09562301635742188,24.87704610824585,14,3
0.08046460151672363,6.056278944015503,12,9
0.08517193794250488,5.9731292724609375,12,2
0.04875898361206055,0.09397411346435547,6,6
0.09720182418823242,12.251228094100952,13,11
0.08038854598999023,2.9997506141662598,11,10
0.06477832794189453,0.8051254749298096,9,7
0.07036161422729492,0.22295331954956055,7,3
0.07321763038635254,1.4286246299743652,10,4
0.0901193618774414,11.933133125305176,13,13
0.0236966609954834,0.012665510177612305,3,2
0.0955955982208252,12.271777868270874,13,6
0.09953689575195312,24.930490732192993,14,11
0.09334254264831543,27.14571261405945,14,12
0.10036635398864746,7.286493539810181,12,10
0.07091331481933594,0.24344205856323242,7,2
0.12715911865234375,27.941725730895996,14,13
0.09453940391540527,3.937800168991089,11,4
0.13105320930480957,3.3689892292022705,11,5
0.049658775329589844,0.10074925422668457,6,2
0.08606576919555664,7.460326910018921,12,3
0.07578301429748535,1.6295881271362305,10,6
0.04062342643737793,0.05352306365966797,5,4
0.10282492637634277,26.560380935668945,14,6
0.057799577713012695,0.05569648742675781,4,4
0.05069732666015625,0.07541751861572266,5,2
0.10181307792663574,26.46193766593933,14,8
0.08446836471557617,6.22075080871582,12,5
0.0970151424407959,12.814406156539917,13,7
0.164154052734375,52.3487868309021,15,8
0.12250876426696777,25.264753341674805,14,5
0.1143798828125,6.005715608596802,12,4
0.0910043716430664,2.9921438694000244,11,8
0.09225654602050781,6.051720142364502,12,8
0.141679048538208,8.603195905685425,12,7
0.09845256805419922,3.157602310180664,11,9
0.12192487716674805,50.991849184036255,15,7
0.09914040565490723,23.92853856086731,14,14
0.09808206558227539,23.57608652114868,14,9
0.10394167900085449,49.97026014328003,15,15
0.09921002388000488,1.7312006950378418,10,7
0.09965991973876953,13.04112458229065,13,4
0.062102556228637695,0.35033488273620605,8,7
0.054686546325683594,0.1839144229888916,7,7
0.06948280334472656,0.8835575580596924,9,2
0.1091620922088623,47.247501611709595,15,14
0.039379119873046875,0.05281352996826172,5,3
0.030309438705444336,0.031072139739990234,4,3
0.07633614540100098,2.98268985748291,11,2
0.10368704795837402,67.1075975894928,15,6
0.12235331535339355,63.633060693740845,15,10
0.09012699127197266,16.280323028564453,13,10
0.09952974319458008,2.1029248237609863,10,2
0.05763649940490723,0.22865796089172363,7,5
0.11520624160766602,69.91074872016907,15,12
0.1355295181274414,6.3736350536346436,12,6
0.06336665153503418,0.3568551540374756,8,5
0.06961488723754883,0.7080397605895996,9,8
0.10445713996887207,53.35372352600098,15,11
0.09085845947265625,1.3276069164276123,9,6
0.10950088500976562,3.553856134414673,11,3
0.11417245864868164,13.076494932174683,13,8
0.07277536392211914,0.3748180866241455,8,8
0.07963371276855469,0.8084836006164551,9,5
0.09836363792419434,3.086150646209717,11,7
0.05004763603210449,0.10817456245422363,6,3
0.1054525375366211,3.195291757583618,11,11
0.09163928031921387,12.554870128631592,13,9
0.10045313835144043,29.846165657043457,14,4
0.07076740264892578,0.7680811882019043,9,9
0.09644579887390137,51.38181757926941,15,2
0.11234140396118164,30.009080171585083,14,2
0.07693982124328613,0.2153477668762207,7,6
0.07383513450622559,0.7449119091033936,9,4
0.07085561752319336,0.37329840660095215,8,3
0.18256092071533203,13.156652927398682,13,5
0.07579445838928223,0.7749040126800537,9,3
0.09325742721557617,25.46608328819275,14,7
0.05670332908630371,0.46215391159057617,8,6
0.11138129234313965,49.61829161643982,15,13
0.036787986755371094,0.07843589782714844,5,5
0.13610148429870605,68.12239193916321,15,9
0.1355602741241455,8.597251176834106,12,12
